"","text","emotion"
"311"," pobre persona tendoctora familia pronuncie respecto protegen indaguen inconcebible pais latinoamericano recibir famosos medios detectar virus digan resultados caso indignante","Neutral"
"312"," mejor pueden lugar esperando resultado esque tomen medidas ahora digo tomen medidas bioseguridad ustedes ciustedadanos esperarqueel gobierno diga mal acostumbrados ","Neutral"
"313","risa llegan reactivos rapido resultados mejor regresen muestras hacemos si cogian turno","Neutral"
"314"," comentarios murio hoy ojala cierto suele detallo","Neutral"
"315"," hartos reactivos hagan prueba sospechosos ecuador google map ","Neutral"
"316"," vez menos texto tal signos vitales","Neutral"
"317","cabe preguntar tantas mentiras parte cartera ","Neutral"
"318","digo lugar montar lenin on ice gastarse millonadas fachada pongan controles aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales trimestrales hacen ahora gracias ministraquemando sacando epidemiologos habia sobrino nadie queja","Neutral"
"319"," ecuador momento","Neutral"
"320","si despues tiempo pasado coronavirus","Neutral"
"321","escriban bien senoresministerio salud publicano usan articulos verguenza","Neutral"
"322"," entiendo hacen esperando resultados nosotroos debemos preparados peor tomemos medidas preventivas necesarias diosito apiade nosotroos","Neutral"
"323"," atencion oportuna si medicina sintomatica dando","Neutral"
"324"," piensan ascuas sinceros primera vez vida sirvan verdad vayanse casas si pueden delen puesto ","Neutral"
"325","bueno jasta informar resultados tanta vuelta digan vez","Neutral"
"326","senora ministra respeto usted merece si supone ecuador reactivos detectar coronavirus anunciaron noticia ultimo minuto vez tenernos rumor hacen prueba senor confirman resultado tipo comunicado si bien cierto oficial alteran poblacion rumores senor murio vez fuertes peor","Neutral"
"327","seria bueno desmientan entonces empezando circular redes imagen","Neutral"
"328"," pues senora ministra reactivos ahora excusa dejeme adivinar sabe usarlo","Neutral"
"329"," paso resultados paciente","Neutral"
"330","honestamente tristemente interesa vaya paciente hora hora resultado prioridad momentos marean perdiz","Neutral"
"331"," mismo hacen misadelos dias usteds siguen mentira","Neutral"
"332"," sospechoso muera normal pase semana triste gripe tos ustedes sigue sospechoso","Neutral"
"333"," aburren mismo den informaciondeq portador virus parecen programa tv haciendo suspenso","Neutral"
"334"," comento despidiendo mucha gente sector publico","Neutral"
"335"," fecha podemos digna digno representante ministro salustedesta cartera va mal peor","Neutral"
"336"," pobre persona tendoctora familia pronuncie respecto protegen indaguen inconcebible pais latinoamericano recibir famosos medios detectar virus digan resultados caso indignante","Neutral"
"337"," mejor pueden lugar esperando resultado esque tomen medidas ahora digo tomen medidas bioseguridad ustedes ciustedadanos esperarqueel gobierno diga mal acostumbrados ","Neutral"
"338","risa llegan reactivos rapido resultados mejor regresen muestras hacemos si cogian turno","Neutral"
"339"," comentarios murio hoy ojala cierto suele detallo","Neutral"
"340"," hartos reactivos hagan prueba sospechosos ecuador google map ","Neutral"
"341"," vez menos texto tal signos vitales","Neutral"
"342","cabe preguntar tantas mentiras parte cartera ","Neutral"
"343","digo lugar montar lenin on ice gastarse millonadas fachada pongan controles aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales trimestrales hacen ahora gracias ministraquemando sacando epidemiologos habia sobrino nadie queja","Neutral"
"344"," ecuador momento","Neutral"
"345","si despues tiempo pasado coronavirus","Neutral"
"346","escriban bien senoresministerio salud publicano usan articulos verguenza","Neutral"
"347"," entiendo hacen esperando resultados nosotroos debemos preparados peor tomemos medidas preventivas necesarias diosito apiade nosotroos","Neutral"
"348"," atencion oportuna si medicina sintomatica dando","Neutral"
"349"," piensan ascuas sinceros primera vez vida sirvan verdad vayanse casas si pueden delen puesto ","Neutral"
"350","bueno jasta informar resultados tanta vuelta digan vez","Neutral"
"351","senora ministra respeto usted merece si supone ecuador reactivos detectar coronavirus anunciaron noticia ultimo minuto vez tenernos rumor hacen prueba senor confirman resultado tipo comunicado si bien cierto oficial alteran poblacion rumores senor murio vez fuertes peor","Neutral"
"352","seria bueno desmientan entonces empezando circular redes imagen","Neutral"
"353"," pues senora ministra reactivos ahora excusa dejeme adivinar sabe usarlo","Neutral"
"354"," paso resultados paciente","Neutral"
"355","honestamente tristemente interesa vaya paciente hora hora resultado prioridad momentos marean perdiz","Neutral"
"356"," mismo hacen misadelos dias usteds siguen mentira","Neutral"
"357"," sospechoso muera normal pase semana triste gripe tos ustedes sigue sospechoso","Neutral"
"358"," aburren mismo den informaciondeq portador virus parecen programa tv haciendo suspenso","Neutral"
"359"," comento despidiendo mucha gente sector publico","Neutral"
"360"," fecha podemos digna digno representante ministro salustedesta cartera va mal peor","Neutral"
"361"," pobre persona tendoctora familia pronuncie respecto protegen indaguen inconcebible pais latinoamericano recibir famosos medios detectar virus digan resultados caso indignante","Neutral"
"362"," mejor pueden lugar esperando resultado esque tomen medidas ahora digo tomen medidas bioseguridad ustedes ciustedadanos esperarqueel gobierno diga mal acostumbrados ","Neutral"
"363","risa llegan reactivos rapido resultados mejor regresen muestras hacemos si cogian turno","Neutral"
"364"," comentarios murio hoy ojala cierto suele detallo","Neutral"
"365"," hartos reactivos hagan prueba sospechosos ecuador google map ","Neutral"
"366"," vez menos texto tal signos vitales","Neutral"
"367","cabe preguntar tantas mentiras parte cartera ","Neutral"
"368","digo lugar montar lenin on ice gastarse millonadas fachada pongan controles aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales trimestrales hacen ahora gracias ministraquemando sacando epidemiologos habia sobrino nadie queja","Neutral"
"369"," ecuador momento","Neutral"
"370","si despues tiempo pasado coronavirus","Neutral"
"371","escriban bien senoresministerio salud publicano usan articulos verguenza","Neutral"
"372"," entiendo hacen esperando resultados nosotroos debemos preparados peor tomemos medidas preventivas necesarias diosito apiade nosotroos","Neutral"
"373"," atencion oportuna si medicina sintomatica dando","Neutral"
"374"," piensan ascuas sinceros primera vez vida sirvan verdad vayanse casas si pueden delen puesto ","Neutral"
"375","bueno jasta informar resultados tanta vuelta digan vez","Neutral"
"376","senora ministra respeto usted merece si supone ecuador reactivos detectar coronavirus anunciaron noticia ultimo minuto vez tenernos rumor hacen prueba senor confirman resultado tipo comunicado si bien cierto oficial alteran poblacion rumores senor murio vez fuertes peor","Neutral"
"377","seria bueno desmientan entonces empezando circular redes imagen","Neutral"
"378"," pues senora ministra reactivos ahora excusa dejeme adivinar sabe usarlo","Neutral"
"379"," paso resultados paciente","Neutral"
"380","honestamente tristemente interesa vaya paciente hora hora resultado prioridad momentos marean perdiz","Neutral"
"381"," mismo hacen misadelos dias usteds siguen mentira","Neutral"
"382"," sospechoso muera normal pase semana triste gripe tos ustedes sigue sospechoso","Neutral"
"383"," aburren mismo den informaciondeq portador virus parecen programa tv haciendo suspenso","Neutral"
"384"," comento despidiendo mucha gente sector publico","Neutral"
"385"," fecha podemos digna digno representante ministro salustedesta cartera va mal peor","Neutral"
"386"," pobre persona tendoctora familia pronuncie respecto protegen indaguen inconcebible pais latinoamericano recibir famosos medios detectar virus digan resultados caso indignante","Neutral"
"387"," mejor pueden lugar esperando resultado esque tomen medidas ahora digo tomen medidas bioseguridad ustedes ciustedadanos esperarqueel gobierno diga mal acostumbrados ","Neutral"
"388","risa llegan reactivos rapido resultados mejor regresen muestras hacemos si cogian turno","Neutral"
"389"," comentarios murio hoy ojala cierto suele detallo","Neutral"
"390"," hartos reactivos hagan prueba sospechosos ecuador google map ","Neutral"
"391"," vez menos texto tal signos vitales","Neutral"
"392","cabe preguntar tantas mentiras parte cartera ","Neutral"
"393","digo lugar montar lenin on ice gastarse millonadas fachada pongan controles aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales trimestrales hacen ahora gracias ministraquemando sacando epidemiologos habia sobrino nadie queja","Neutral"
"394"," ecuador momento","Neutral"
"395","si despues tiempo pasado coronavirus","Neutral"
"396","escriban bien senoresministerio salud publicano usan articulos verguenza","Neutral"
"397"," entiendo hacen esperando resultados nosotroos debemos preparados peor tomemos medidas preventivas necesarias diosito apiade nosotroos","Neutral"
"398"," atencion oportuna si medicina sintomatica dando","Neutral"
"399"," piensan ascuas sinceros primera vez vida sirvan verdad vayanse casas si pueden delen puesto ","Neutral"
"400","bueno jasta informar resultados tanta vuelta digan vez","Neutral"
"401","senora ministra respeto usted merece si supone ecuador reactivos detectar coronavirus anunciaron noticia ultimo minuto vez tenernos rumor hacen prueba senor confirman resultado tipo comunicado si bien cierto oficial alteran poblacion rumores senor murio vez fuertes peor","Neutral"
"402","seria bueno desmientan entonces empezando circular redes imagen","Neutral"
"403"," pues senora ministra reactivos ahora excusa dejeme adivinar sabe usarlo","Neutral"
"404"," paso resultados paciente","Neutral"
"405","honestamente tristemente interesa vaya paciente hora hora resultado prioridad momentos marean perdiz","Neutral"
"406"," mismo hacen misadelos dias usteds siguen mentira","Neutral"
"407"," sospechoso muera normal pase semana triste gripe tos ustedes sigue sospechoso","Neutral"
"408"," aburren mismo den informaciondeq portador virus parecen programa tv haciendo suspenso","Neutral"
"409"," comento despidiendo mucha gente sector publico","Neutral"
"410"," fecha podemos digna digno representante ministro salustedesta cartera va mal peor","Neutral"
"411"," pobre persona tendoctora familia pronuncie respecto protegen indaguen inconcebible pais latinoamericano recibir famosos medios detectar virus digan resultados caso indignante","Neutral"
"412"," mejor pueden lugar esperando resultado esque tomen medidas ahora digo tomen medidas bioseguridad ustedes ciustedadanos esperarqueel gobierno diga mal acostumbrados ","Neutral"
"413","risa llegan reactivos rapido resultados mejor regresen muestras hacemos si cogian turno","Neutral"
"414"," comentarios murio hoy ojala cierto suele detallo","Neutral"
"415"," hartos reactivos hagan prueba sospechosos ecuador google map ","Neutral"
"416"," vez menos texto tal signos vitales","Neutral"
"417","cabe preguntar tantas mentiras parte cartera ","Neutral"
"418","digo lugar montar lenin on ice gastarse millonadas fachada pongan controles aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales trimestrales hacen ahora gracias ministraquemando sacando epidemiologos habia sobrino nadie queja","Neutral"
"419"," ecuador momento","Neutral"
"420","si despues tiempo pasado coronavirus","Neutral"
"421","escriban bien senoresministerio salud publicano usan articulos verguenza","Neutral"
"422"," entiendo hacen esperando resultados nosotroos debemos preparados peor tomemos medidas preventivas necesarias diosito apiade nosotroos","Neutral"
"423"," atencion oportuna si medicina sintomatica dando","Neutral"
