"","text","polarity"
"311"," pobre persona tendoctora familia pronuncie respecto protegen indaguen inconcebible pais latinoamericano recibir famosos medios detectar virus digan resultados caso indignante","Negativo"
"312"," mejor pueden lugar esperando resultado esque tomen medidas ahora digo tomen medidas bioseguridad ustedes ciustedadanos esperarqueel gobierno diga mal acostumbrados ","Positivo"
"313","risa llegan reactivos rapido resultados mejor regresen muestras hacemos si cogian turno","Positivo"
"314"," comentarios murio hoy ojala cierto suele detallo","Positivo"
"315"," hartos reactivos hagan prueba sospechosos ecuador google map ","Positivo"
"316"," vez menos texto tal signos vitales","Positivo"
"317","cabe preguntar tantas mentiras parte cartera ","Positivo"
"318","digo lugar montar lenin on ice gastarse millonadas fachada pongan controles aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales trimestrales hacen ahora gracias ministraquemando sacando epidemiologos habia sobrino nadie queja","Positivo"
"319"," ecuador momento","Positivo"
"320","si despues tiempo pasado coronavirus","Positivo"
"321","escriban bien senoresministerio salud publicano usan articulos verguenza","Positivo"
"322"," entiendo hacen esperando resultados nosotroos debemos preparados peor tomemos medidas preventivas necesarias diosito apiade nosotroos","Positivo"
"323"," atencion oportuna si medicina sintomatica dando","Positivo"
"324"," piensan ascuas sinceros primera vez vida sirvan verdad vayanse casas si pueden delen puesto ","Positivo"
"325","bueno jasta informar resultados tanta vuelta digan vez","Positivo"
"326","senora ministra respeto usted merece si supone ecuador reactivos detectar coronavirus anunciaron noticia ultimo minuto vez tenernos rumor hacen prueba senor confirman resultado tipo comunicado si bien cierto oficial alteran poblacion rumores senor murio vez fuertes peor","Negativo"
"327","seria bueno desmientan entonces empezando circular redes imagen","Positivo"
"328"," pues senora ministra reactivos ahora excusa dejeme adivinar sabe usarlo","Positivo"
"329"," paso resultados paciente","Positivo"
"330","honestamente tristemente interesa vaya paciente hora hora resultado prioridad momentos marean perdiz","Positivo"
"331"," mismo hacen misadelos dias usteds siguen mentira","Positivo"
"332"," sospechoso muera normal pase semana triste gripe tos ustedes sigue sospechoso","Negativo"
"333"," aburren mismo den informaciondeq portador virus parecen programa tv haciendo suspenso","Negativo"
"334"," comento despidiendo mucha gente sector publico","Positivo"
"335"," fecha podemos digna digno representante ministro salustedesta cartera va mal peor","Positivo"
"336"," pobre persona tendoctora familia pronuncie respecto protegen indaguen inconcebible pais latinoamericano recibir famosos medios detectar virus digan resultados caso indignante","Negativo"
"337"," mejor pueden lugar esperando resultado esque tomen medidas ahora digo tomen medidas bioseguridad ustedes ciustedadanos esperarqueel gobierno diga mal acostumbrados ","Positivo"
"338","risa llegan reactivos rapido resultados mejor regresen muestras hacemos si cogian turno","Positivo"
"339"," comentarios murio hoy ojala cierto suele detallo","Positivo"
"340"," hartos reactivos hagan prueba sospechosos ecuador google map ","Positivo"
"341"," vez menos texto tal signos vitales","Positivo"
"342","cabe preguntar tantas mentiras parte cartera ","Positivo"
"343","digo lugar montar lenin on ice gastarse millonadas fachada pongan controles aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales trimestrales hacen ahora gracias ministraquemando sacando epidemiologos habia sobrino nadie queja","Positivo"
"344"," ecuador momento","Positivo"
"345","si despues tiempo pasado coronavirus","Positivo"
"346","escriban bien senoresministerio salud publicano usan articulos verguenza","Positivo"
"347"," entiendo hacen esperando resultados nosotroos debemos preparados peor tomemos medidas preventivas necesarias diosito apiade nosotroos","Positivo"
"348"," atencion oportuna si medicina sintomatica dando","Positivo"
"349"," piensan ascuas sinceros primera vez vida sirvan verdad vayanse casas si pueden delen puesto ","Positivo"
"350","bueno jasta informar resultados tanta vuelta digan vez","Positivo"
"351","senora ministra respeto usted merece si supone ecuador reactivos detectar coronavirus anunciaron noticia ultimo minuto vez tenernos rumor hacen prueba senor confirman resultado tipo comunicado si bien cierto oficial alteran poblacion rumores senor murio vez fuertes peor","Negativo"
"352","seria bueno desmientan entonces empezando circular redes imagen","Positivo"
"353"," pues senora ministra reactivos ahora excusa dejeme adivinar sabe usarlo","Positivo"
"354"," paso resultados paciente","Positivo"
"355","honestamente tristemente interesa vaya paciente hora hora resultado prioridad momentos marean perdiz","Positivo"
"356"," mismo hacen misadelos dias usteds siguen mentira","Positivo"
"357"," sospechoso muera normal pase semana triste gripe tos ustedes sigue sospechoso","Negativo"
"358"," aburren mismo den informaciondeq portador virus parecen programa tv haciendo suspenso","Negativo"
"359"," comento despidiendo mucha gente sector publico","Positivo"
"360"," fecha podemos digna digno representante ministro salustedesta cartera va mal peor","Positivo"
"361"," pobre persona tendoctora familia pronuncie respecto protegen indaguen inconcebible pais latinoamericano recibir famosos medios detectar virus digan resultados caso indignante","Negativo"
"362"," mejor pueden lugar esperando resultado esque tomen medidas ahora digo tomen medidas bioseguridad ustedes ciustedadanos esperarqueel gobierno diga mal acostumbrados ","Positivo"
"363","risa llegan reactivos rapido resultados mejor regresen muestras hacemos si cogian turno","Positivo"
"364"," comentarios murio hoy ojala cierto suele detallo","Positivo"
"365"," hartos reactivos hagan prueba sospechosos ecuador google map ","Positivo"
"366"," vez menos texto tal signos vitales","Positivo"
"367","cabe preguntar tantas mentiras parte cartera ","Positivo"
"368","digo lugar montar lenin on ice gastarse millonadas fachada pongan controles aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales trimestrales hacen ahora gracias ministraquemando sacando epidemiologos habia sobrino nadie queja","Positivo"
"369"," ecuador momento","Positivo"
"370","si despues tiempo pasado coronavirus","Positivo"
"371","escriban bien senoresministerio salud publicano usan articulos verguenza","Positivo"
"372"," entiendo hacen esperando resultados nosotroos debemos preparados peor tomemos medidas preventivas necesarias diosito apiade nosotroos","Positivo"
"373"," atencion oportuna si medicina sintomatica dando","Positivo"
"374"," piensan ascuas sinceros primera vez vida sirvan verdad vayanse casas si pueden delen puesto ","Positivo"
"375","bueno jasta informar resultados tanta vuelta digan vez","Positivo"
"376","senora ministra respeto usted merece si supone ecuador reactivos detectar coronavirus anunciaron noticia ultimo minuto vez tenernos rumor hacen prueba senor confirman resultado tipo comunicado si bien cierto oficial alteran poblacion rumores senor murio vez fuertes peor","Negativo"
"377","seria bueno desmientan entonces empezando circular redes imagen","Positivo"
"378"," pues senora ministra reactivos ahora excusa dejeme adivinar sabe usarlo","Positivo"
"379"," paso resultados paciente","Positivo"
"380","honestamente tristemente interesa vaya paciente hora hora resultado prioridad momentos marean perdiz","Positivo"
"381"," mismo hacen misadelos dias usteds siguen mentira","Positivo"
"382"," sospechoso muera normal pase semana triste gripe tos ustedes sigue sospechoso","Negativo"
"383"," aburren mismo den informaciondeq portador virus parecen programa tv haciendo suspenso","Negativo"
"384"," comento despidiendo mucha gente sector publico","Positivo"
"385"," fecha podemos digna digno representante ministro salustedesta cartera va mal peor","Positivo"
"386"," pobre persona tendoctora familia pronuncie respecto protegen indaguen inconcebible pais latinoamericano recibir famosos medios detectar virus digan resultados caso indignante","Negativo"
"387"," mejor pueden lugar esperando resultado esque tomen medidas ahora digo tomen medidas bioseguridad ustedes ciustedadanos esperarqueel gobierno diga mal acostumbrados ","Positivo"
"388","risa llegan reactivos rapido resultados mejor regresen muestras hacemos si cogian turno","Positivo"
"389"," comentarios murio hoy ojala cierto suele detallo","Positivo"
"390"," hartos reactivos hagan prueba sospechosos ecuador google map ","Positivo"
"391"," vez menos texto tal signos vitales","Positivo"
"392","cabe preguntar tantas mentiras parte cartera ","Positivo"
"393","digo lugar montar lenin on ice gastarse millonadas fachada pongan controles aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales trimestrales hacen ahora gracias ministraquemando sacando epidemiologos habia sobrino nadie queja","Positivo"
"394"," ecuador momento","Positivo"
"395","si despues tiempo pasado coronavirus","Positivo"
"396","escriban bien senoresministerio salud publicano usan articulos verguenza","Positivo"
"397"," entiendo hacen esperando resultados nosotroos debemos preparados peor tomemos medidas preventivas necesarias diosito apiade nosotroos","Positivo"
"398"," atencion oportuna si medicina sintomatica dando","Positivo"
"399"," piensan ascuas sinceros primera vez vida sirvan verdad vayanse casas si pueden delen puesto ","Positivo"
"400","bueno jasta informar resultados tanta vuelta digan vez","Positivo"
"401","senora ministra respeto usted merece si supone ecuador reactivos detectar coronavirus anunciaron noticia ultimo minuto vez tenernos rumor hacen prueba senor confirman resultado tipo comunicado si bien cierto oficial alteran poblacion rumores senor murio vez fuertes peor","Negativo"
"402","seria bueno desmientan entonces empezando circular redes imagen","Positivo"
"403"," pues senora ministra reactivos ahora excusa dejeme adivinar sabe usarlo","Positivo"
"404"," paso resultados paciente","Positivo"
"405","honestamente tristemente interesa vaya paciente hora hora resultado prioridad momentos marean perdiz","Positivo"
"406"," mismo hacen misadelos dias usteds siguen mentira","Positivo"
"407"," sospechoso muera normal pase semana triste gripe tos ustedes sigue sospechoso","Negativo"
"408"," aburren mismo den informaciondeq portador virus parecen programa tv haciendo suspenso","Negativo"
"409"," comento despidiendo mucha gente sector publico","Positivo"
"410"," fecha podemos digna digno representante ministro salustedesta cartera va mal peor","Positivo"
"411"," pobre persona tendoctora familia pronuncie respecto protegen indaguen inconcebible pais latinoamericano recibir famosos medios detectar virus digan resultados caso indignante","Negativo"
"412"," mejor pueden lugar esperando resultado esque tomen medidas ahora digo tomen medidas bioseguridad ustedes ciustedadanos esperarqueel gobierno diga mal acostumbrados ","Positivo"
"413","risa llegan reactivos rapido resultados mejor regresen muestras hacemos si cogian turno","Positivo"
"414"," comentarios murio hoy ojala cierto suele detallo","Positivo"
"415"," hartos reactivos hagan prueba sospechosos ecuador google map ","Positivo"
"416"," vez menos texto tal signos vitales","Positivo"
"417","cabe preguntar tantas mentiras parte cartera ","Positivo"
"418","digo lugar montar lenin on ice gastarse millonadas fachada pongan controles aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales trimestrales hacen ahora gracias ministraquemando sacando epidemiologos habia sobrino nadie queja","Positivo"
